0	0.0175574	0.0138442	0.112154	
0.01	0.0153605	0.0172576	0.108724	
0.02	0.0107108	0.0245103	0.119271	
0.03	0.0032154	0.0342033	0.135324	
0.04	-0.00449219	0.0444848	0.15074	
0.05	-0.0122892	0.0518757	0.166503	
0.06	-0.0191104	0.0585326	0.180952	
0.07	-0.0237944	0.0630049	0.194277	
0.08	-0.0281019	0.0655085	0.204903	
0.09	-0.0309052	0.0658054	0.212109	
0.1	-0.0318493	0.0640195	0.215993	
0.11	-0.0316282	0.0607583	0.21676	
0.12	-0.0299214	0.0555139	0.215938	
0.13	-0.0264536	0.0477051	0.214754	
0.14	-0.0212432	0.0372832	0.21322	
0.15	-0.0143432	0.0243369	0.211496	
0.16	-0.00840152	0.0106728	0.209809	
0.17	-0.014016	0.00634534	0.207429	
0.18	-0.0188959	0.0051672	0.204048	
0.19	-0.0228968	0.00591423	0.200663	
0.2	-0.0233809	0.00685653	0.197645	
0.21	-0.0236096	0.00699622	0.19369	
0.22	-0.0232662	0.00797162	0.190025	
0.23	-0.0221474	0.0101506	0.186054	
0.24	-0.0203141	0.0134659	0.181772	
0.25	-0.01999	0.0143208	0.177694	
0.26	-0.0194218	0.015193	0.173206	
0.27	-0.0186228	0.0163175	0.168129	
0.28	-0.0175953	0.0177642	0.162825	
0.29	-0.016342	0.0195918	0.157316	
0.3	-0.0142494	0.0204916	0.151214	
0.31	-0.0130318	0.0209942	0.144814	
0.32	-0.0119687	0.0236059	0.138609	
0.33	-0.00994416	0.0270998	0.132318	
0.34	-0.00712155	0.0314912	0.125917	
0.35	-0.00480106	0.0348659	0.119217	
0.36	-0.00225086	0.0382864	0.112585	
0.37	0.000609316	0.0420473	0.105843	
0.38	0.003766	0.0461616	0.0989773	
0.39	0.00716417	0.0505281	0.0919999	
0.4	0.0104959	0.0545183	0.0847899	
0.41	0.0125527	0.0564344	0.077364	
0.42	0.0146722	0.0585321	0.0702561	
0.43	0.0168206	0.0606055	0.063117	
0.44	0.0189449	0.0625852	0.0559461	
0.45	0.0210052	0.0644161	0.0487577	
0.46	0.0229648	0.0660515	0.0415702	
0.47	0.0247911	0.067454	0.0344003	
0.48	0.0264512	0.0685899	0.0272656	
0.49	0.0278651	0.0693606	0.0201796	
0.5	0.0290455	0.0698009	0.0131664	
0.51	0.0299692	0.0698878	0.00624214	
0.52	0.0306027	0.0695969	-0.000578712	
0.53	0.030932	0.0689371	-0.00727398	
0.54	0.0310877	0.068067	-0.0138505	
0.55	0.0308653	0.0667615	-0.020282	
0.56	0.0302523	0.0650094	-0.0265604	
0.57	0.0292242	0.0627998	-0.032674	
0.58	0.0277631	0.0601252	-0.0386116	
0.59	0.0258574	0.0569878	-0.0443668	
0.6	0.0236072	0.0535243	-0.0499281	
0.61	0.0209793	0.0496951	-0.0553059	
0.62	0.0177774	0.0455247	-0.0604513	
0.63	0.0141091	0.0406695	-0.0655522	
0.64	0.00962347	0.0349224	-0.0703839	
0.65	0.00445611	0.0285268	-0.0749563	
0.66	-0.00145614	0.021431	-0.0793196	
0.67	-0.00814488	0.0135987	-0.0834807	
0.68	-0.0156874	0.00493706	-0.0874896	
0.69	-0.0135377	0.00101115	-0.084145	
0.7	-0.00970261	0.00089579	-0.0812658	
0.71	-0.00655147	0.00338359	-0.0786673	
0.72	-0.004902	0.00792288	-0.0744891	
0.73	-0.00438623	0.0149208	-0.0690748	
0.74	-0.00159672	0.0226965	-0.0649152	
0.75	0.00342631	0.0280671	-0.063641	
0.76	0.00788017	0.0327202	-0.0638035	
0.77	0.0116755	0.036629	-0.0651875	
0.78	0.0143542	0.0392955	-0.0669157	
0.79	0.0156719	0.0405441	-0.0684136	
0.8	0.0156431	0.0404047	-0.0695637	
0.81	0.0153454	0.0398183	-0.0702943	
0.82	0.0174504	0.0419571	-0.0707636	
0.83	0.0194887	0.0441697	-0.0711323	
0.84	0.020478	0.0452892	-0.0713278	
0.85	0.0200041	0.0447996	-0.0712656	
0.86	0.0203104	0.0448563	-0.0710544	
0.87	0.0213093	0.0459753	-0.0706159	
0.88	0.02195	0.0466803	-0.0699816	
0.89	0.0224	0.0471621	-0.0691221	
0.9	0.0227539	0.0475493	-0.0680111	
0.91	0.0230654	0.0479172	-0.066647	
0.92	0.0233586	0.0482881	-0.0650313	
