0	0	-1.97626e-323	0	0	0	1.97626e-323	0	0	8.89364e-307	-nan	1.1737e-315	-5.20125e-307	5.85927e-307	1.97626e-323	0	0	1.87222e-310	-3.12398e+147	
0.01	-1.50578	2.9196	-1.92762	1.93038	-0.962804	1.90852	0.293606	-0.0510504	0.0541115	-0.72905	0.135388	0.0210296	2.7823	-3.86048	-3.18134	0.619769	-10.0085	-10.0072	
0.02	-1.08442	1.39491	-1.22938	1.91227	-0.775969	0.784666	0.12306	0.0228341	-0.0338297	-1.0936	0.191082	0.0942131	2.25313	-3.62292	-2.55103	0.493927	-5.46731	-10.0071	
0.03	-1.33701	0.604988	-0.919032	1.5823	-0.666612	0.129544	0.0237126	-0.00631551	0.177262	-0.059332	0.0258898	0.0457351	2.30379	-2.5566	-2.07127	0.288625	-1.46622	-3.50842	
0.04	-0.503867	0.536895	-0.776719	1.61874	-0.608511	0.226458	0.0349655	-0.0109768	-0.609764	-0.0630359	0.152472	-0.359116	2.37825	-3.34286	-2.69787	0.360385	-1.62444	-3.76423	
0.05	-0.0726218	0.16346	-0.421092	1.10065	-0.287874	0.1573	0.0145434	0.0158142	-1.43273	-0.386075	0.547629	0.246002	1.60047	-2.78276	-2.13891	0.998163	-1.10301	-3.85279	
0.06	-0.81889	1.09554	-1.08484	0.364918	0.193453	0.221598	0.0110615	0.0651661	-2.71153	-1.35104	1.53083	0.902813	2.18276	-2.86352	-2.03863	0.921662	-2.65071	-5.57678	
0.07	-0.272212	-0.278592	0.0109697	-0.0620561	-0.219945	-0.146886	-0.0298572	-0.00603608	-0.0963366	0.239616	-0.0314964	0.0197985	0.629384	0.276841	0.35394	0.338962	0.881587	0.800121	
0.08	-3.34318	1.7177	-1.62182	-0.626805	-0.132213	-0.106416	-0.0249244	0.00687381	0.567113	0.0781605	-0.024949	-0.0445446	2.15967	0.289862	0.685923	0.543573	-1.66031	-0.740767	
0.09	-3.57968	1.89709	-1.72219	-0.652086	-0.123947	-0.0993938	-0.0243354	0.00467733	0.613311	0.041106	-0.0224635	-0.0538675	2.26344	0.366397	0.805108	0.643607	-1.91109	-0.975702	
0.1	-2.90129	1.27073	-1.24894	-0.200473	-0.15599	-0.104469	-0.0223514	-0.00820897	0.535939	-0.010728	-0.0128466	-0.0479378	1.95591	0.307357	0.721387	0.689949	-1.27065	-0.959425	
0.11	-4.22987	2.22614	-1.8206	-0.783365	-0.181578	-0.0130923	-0.00581543	-0.0113864	0.547879	0.0256668	-0.0204355	-0.0198971	3.86819	-0.111819	0.833449	-1.58168	-2.52713	-0.513596	
