0.19	-0.0122957	0.688047	-1.32541	0.638727	-0.0660179	-0.0545847	-1.26406	-0.106057	0.137222	-0.430372	1.37972	-0.138059	0.0607439	-0.214545	1.15316	0.441309	-0.0511794	-0.137168	
0.2	-0.00121841	0.70022	-1.32562	0.637807	-0.066069	-0.0596847	-1.26226	-0.104234	0.137731	-0.433838	1.37718	-0.137777	0.0672882	-0.227225	1.14421	0.462592	-0.0466429	-0.136138	
0.21	0.0116886	0.711114	-1.32703	0.632977	-0.0661294	-0.0648893	-1.26096	-0.102217	0.138055	-0.436519	1.3749	-0.137082	0.0736718	-0.239869	1.13582	0.483276	-0.0417877	-0.134596	
0.22	0.0262604	0.72074	-1.32954	0.624466	-0.0661986	-0.0701903	-1.26012	-0.100045	0.138233	-0.438491	1.37287	-0.136003	0.0797034	-0.252458	1.12798	0.503106	-0.0366477	-0.132586	
0.23	0.0423027	0.729092	-1.33301	0.612544	-0.0662757	-0.0755811	-1.25968	-0.0977523	0.138286	-0.439848	1.37104	-0.134601	0.0852633	-0.265005	1.12065	0.522007	-0.0312545	-0.13015	
0.24	0.059593	0.736148	-1.33728	0.597515	-0.0663598	-0.0810536	-1.2596	-0.0953721	0.138231	-0.440611	1.3694	-0.132862	0.0902689	-0.277504	1.1138	0.539962	-0.0256369	-0.127323	
0.25	0.0779265	0.741866	-1.34223	0.579636	-0.0664497	-0.086602	-1.25983	-0.0929338	0.138095	-0.440896	1.36791	-0.130881	0.0946593	-0.289946	1.10738	0.556994	-0.0198224	-0.124124	
0.26	0.0970606	0.746194	-1.3477	0.559223	-0.0665449	-0.0922208	-1.26034	-0.0904637	0.137879	-0.440691	1.36655	-0.128628	0.0984077	-0.302297	1.10134	0.573129	-0.0138353	-0.120588	
0.27	0.116773	0.749079	-1.35356	0.536559	-0.0666444	-0.0979043	-1.26108	-0.0879855	0.137605	-0.440057	1.36531	-0.12614	0.101488	-0.314546	1.09565	0.588412	-0.00769808	-0.116747	
0.28	0.136836	0.750455	-1.35964	0.511929	-0.0667474	-0.103648	-1.26204	-0.0855206	0.137281	-0.439065	1.36417	-0.123476	0.103913	-0.32665	1.09028	0.602895	-0.00143147	-0.112627	
0.29	0.157014	0.750254	-1.36579	0.485635	-0.0668529	-0.109447	-1.26319	-0.0830891	0.136909	-0.437697	1.3631	-0.120615	0.105697	-0.338575	1.0852	0.61663	0.0049446	-0.108248	
0.3	0.177062	0.748401	-1.37184	0.457982	-0.0669599	-0.115298	-1.2645	-0.0807098	0.136506	-0.436024	1.36211	-0.117612	0.106865	-0.350285	1.08039	0.629679	0.0114126	-0.10364	
0.31	0.196783	0.744833	-1.37766	0.429229	-0.0670684	-0.121198	-1.26595	-0.0783992	0.136068	-0.434064	1.36116	-0.114486	0.107464	-0.361697	1.07583	0.642039	0.0179559	-0.0988234	
0.32	0.215964	0.739503	-1.38307	0.39968	-0.0671769	-0.127141	-1.26753	-0.0761723	0.1356	-0.431805	1.36024	-0.111225	0.107523	-0.372766	1.0715	0.653738	0.0245597	-0.0938179	
0.33	0.234429	0.732369	-1.38796	0.369594	-0.0672848	-0.133125	-1.26921	-0.0740422	0.135115	-0.429331	1.35937	-0.107897	0.107086	-0.383449	1.06741	0.664816	0.0312062	-0.0886257	
0.34	0.251965	0.723465	-1.39214	0.339338	-0.0673914	-0.139148	-1.27098	-0.072022	0.134603	-0.426616	1.35851	-0.104486	0.106178	-0.393671	1.06355	0.675266	0.0378827	-0.083273	
0.35	0.268416	0.712747	-1.3955	0.309166	-0.0674958	-0.145208	-1.27283	-0.0701238	0.134072	-0.423655	1.35766	-0.100994	0.104522	-0.403276	1.05997	0.684629	0.0445727	-0.0777614	
0.36	0.283667	0.700202	-1.39796	0.279304	-0.0675975	-0.151302	-1.27474	-0.0683583	0.133529	-0.420501	1.35682	-0.0974601	0.101574	-0.41204	1.05679	0.691864	0.0512644	-0.0721108	
0.37	0.297609	0.685846	-1.39947	0.249992	-0.0676959	-0.157428	-1.2767	-0.0667348	0.132973	-0.417188	1.35598	-0.0939161	0.0970119	-0.419791	1.05408	0.69629	0.0579456	-0.0663353	
0.38	0.310138	0.669721	-1.39997	0.221484	-0.0677901	-0.163583	-1.27872	-0.065262	0.132399	-0.413673	1.35512	-0.0903413	0.0906699	-0.426406	1.05187	0.697506	0.0646036	-0.0604443	
0.39	0.321142	0.65189	-1.39942	0.194058	-0.0678794	-0.169768	-1.28077	-0.0639489	0.131813	-0.409967	1.35424	-0.0867484	0.082511	-0.431791	1.05016	0.695336	0.0712261	-0.0544433	
0.4	0.330521	0.63245	-1.39781	0.167987	-0.0679629	-0.175979	-1.28285	-0.0628035	0.131222	-0.406162	1.35335	-0.083201	0.0725673	-0.43588	1.04893	0.689731	0.0778021	-0.0483459	
0.41	0.338194	0.611529	-1.39517	0.143525	-0.06804	-0.182218	-1.28494	-0.0618324	0.130613	-0.402191	1.35242	-0.0796689	0.0609585	-0.438638	1.04816	0.6808	0.0843209	-0.0421631	
0.42	0.34414	0.589298	-1.39153	0.120891	-0.0681102	-0.188483	-1.28706	-0.0610422	0.129991	-0.398051	1.35146	-0.076158	0.047811	-0.44004	1.04785	0.668676	0.090772	-0.035903	
0.43	0.348408	0.565952	-1.38696	0.10025	-0.0681725	-0.194771	-1.28917	-0.0604385	0.129366	-0.393821	1.3505	-0.0727156	0.0332769	-0.440068	1.04794	0.653536	0.0971468	-0.0295749	
0.44	0.351093	0.541717	-1.38157	0.081719	-0.0682261	-0.201084	-1.29129	-0.0600282	0.128725	-0.389461	1.34947	-0.0693286	0.0175576	-0.4387	1.04845	0.635641	0.103435	-0.0231873	
0.45	0.352321	0.516813	-1.37545	0.0653459	-0.0682701	-0.207422	-1.29342	-0.0598166	0.128069	-0.384946	1.3484	-0.0659979	0.000846194	-0.435921	1.04934	0.615246	0.109627	-0.0167506	
0.46	0.352237	0.49145	-1.36871	0.0511286	-0.0683036	-0.213783	-1.29553	-0.0598081	0.127401	-0.380288	1.34729	-0.062736	-0.0166761	-0.431711	1.05062	0.592595	0.115715	-0.010276	
0.47	0.350982	0.465829	-1.36147	0.039031	-0.0683256	-0.220167	-1.29764	-0.0600071	0.12672	-0.375502	1.34614	-0.0595562	-0.0348397	-0.426051	1.05227	0.567914	0.121692	-0.0037705	
0.48	0.348697	0.440132	-1.35382	0.0289892	-0.0683353	-0.226575	-1.29973	-0.0604179	0.126028	-0.370598	1.34494	-0.0564708	-0.0534733	-0.418914	1.05434	0.541441	0.127548	0.00275858	
0.49	0.345516	0.414532	-1.34588	0.0209258	-0.0683313	-0.233006	-1.30181	-0.0610459	0.125323	-0.365584	1.34368	-0.0534922	-0.072338	-0.410275	1.05682	0.513531	0.133277	0.00930331	
0.5	0.341561	0.389176	-1.33773	0.014736	-0.0683126	-0.239461	-1.30388	-0.0618948	0.124605	-0.360467	1.34237	-0.05063	-0.0912749	-0.400112	1.05975	0.484421	0.13887	0.0158558	
0.51	0.336944	0.36419	-1.32947	0.0103039	-0.0682779	-0.245941	-1.30592	-0.062968	0.123874	-0.355252	1.341	-0.0478928	-0.110139	-0.388403	1.06317	0.454339	0.14432	0.022408	
0.52	0.331766	0.339684	-1.32118	0.00750666	-0.0682262	-0.252445	-1.30793	-0.0642688	0.12313	-0.349941	1.33958	-0.0452885	-0.128787	-0.375138	1.0671	0.423527	0.149622	0.0289513	
0.53	0.326118	0.315751	-1.3129	0.00621789	-0.0681558	-0.258974	-1.30992	-0.0658004	0.122371	-0.344539	1.3381	-0.0428243	-0.147048	-0.360331	1.07158	0.392296	0.154769	0.0354732	
0.54	0.320082	0.292478	-1.30471	0.00630972	-0.0680654	-0.265529	-1.31188	-0.0675677	0.121598	-0.339046	1.33655	-0.0405081	-0.164778	-0.34397	1.07667	0.360909	0.159756	0.0419678	
0.55	0.31373	0.269927	-1.29665	0.00765136	-0.0679531	-0.272111	-1.31381	-0.0695734	0.12081	-0.333464	1.33495	-0.0383458	-0.181827	-0.326097	1.08238	0.329678	0.164575	0.0484292	
0.56	0.307124	0.248146	-1.28877	0.0101141	-0.0678176	-0.27872	-1.3157	-0.0718203	0.120007	-0.327795	1.33329	-0.0363429	-0.198082	-0.306745	1.08872	0.298847	0.169223	0.0548507	
0.57	0.300321	0.227174	-1.2811	0.0135729	-0.0676569	-0.285356	-1.31755	-0.0743109	0.119189	-0.322039	1.33156	-0.034505	-0.213437	-0.285973	1.09571	0.268668	0.173695	0.0612259	
0.58	0.29337	0.207044	-1.27366	0.0179062	-0.0674694	-0.292022	-1.31938	-0.077049	0.118357	-0.316198	1.32978	-0.0328376	-0.227757	-0.263945	1.10338	0.239486	0.177985	0.0675475	
0.59	0.286317	0.18778	-1.26649	0.0229967	-0.0672528	-0.298718	-1.32116	-0.080038	0.117508	-0.310271	1.32793	-0.0313469	-0.240927	-0.240724	1.11168	0.211547	0.182091	0.0738078	
0.6	0.279201	0.169392	-1.2596	0.0287328	-0.067005	-0.305443	-1.3229	-0.0832807	0.116643	-0.30426	1.32601	-0.0300372	-0.252861	-0.216402	1.12058	0.185049	0.186007	0.08	
0.61	0.272057	0.151885	-1.253	0.0350091	-0.0667238	-0.312201	-1.32461	-0.0867801	0.115763	-0.298164	1.32404	-0.0289132	-0.263469	-0.191104	1.13003	0.160186	0.189733	0.086116	
0.62	0.264943	0.135287	-1.24671	0.041675	-0.066407	-0.318989	-1.32627	-0.0905389	0.114865	-0.291984	1.32199	-0.0279793	-0.272706	-0.164985	1.13995	0.137134	0.193263	0.0921506	
0.63	0.257868	0.11956	-1.24073	0.0486721	-0.0660517	-0.325812	-1.32788	-0.0945607	0.113951	-0.285721	1.31988	-0.0272404	-0.280572	-0.138233	1.15024	0.116042	0.196595	0.0980957	
0.64	0.250873	0.104718	-1.23506	0.0558816	-0.0656556	-0.332669	-1.32945	-0.0988484	0.113019	-0.279374	1.31771	-0.0267016	-0.287118	-0.111043	1.16078	0.0970004	0.199729	0.10395	
0.65	0.243976	0.0907405	-1.22972	0.0632306	-0.0652156	-0.33956	-1.33097	-0.103406	0.112069	-0.272944	1.31547	-0.0263673	-0.292421	-0.0836054	1.17148	0.080045	0.20267	0.109702	
0.66	0.237197	0.0776093	-1.22469	0.0706477	-0.0647291	-0.346487	-1.33243	-0.108235	0.111102	-0.266431	1.31317	-0.0262417	-0.296569	-0.056102	1.18223	0.0651747	0.205413	0.115341	
0.67	0.230542	0.0652956	-1.21998	0.078079	-0.0641931	-0.353452	-1.33385	-0.113338	0.110115	-0.259836	1.3108	-0.0263288	-0.299656	-0.0286982	1.19293	0.0523572	0.207953	0.120861	
0.68	0.224035	0.0537922	-1.21557	0.0854514	-0.063604	-0.360452	-1.3352	-0.118722	0.10911	-0.253157	1.30837	-0.0266337	-0.301774	-0.0015549	1.20351	0.0415425	0.210286	0.126255	
0.69	0.217697	0.0516021	-1.21147	0.0926926	-0.0629246	-0.367532	-1.33647	-0.124466	0.108084	-0.246394	1.30587	-0.0271604	-0.303031	0.0251483	1.21388	0.0326264	0.206064	0.131518	
0.7	0.211532	0.0406615	-1.20766	0.099767	-0.0621622	-0.374655	-1.33766	-0.130539	0.107037	-0.239547	1.30331	-0.0279122	-0.303509	0.0513246	1.224	0.0255176	0.20642	0.136646	
0.71	0.205538	0.0305621	-1.20413	0.10665	-0.061309	-0.381825	-1.33877	-0.136951	0.105968	-0.232616	1.30068	-0.0288923	-0.303297	0.0768512	1.23381	0.0200937	0.209028	0.141632	
0.72	0.199713	0.0212634	-1.20089	0.113322	-0.0603675	-0.389045	-1.33981	-0.143699	0.104876	-0.225601	1.298	-0.0301038	-0.302437	0.101726	1.24325	0.016288	0.211316	0.146473	
0.73	0.194054	0.012731	-1.19792	0.119762	-0.0593307	-0.396311	-1.34077	-0.150789	0.10376	-0.218499	1.29524	-0.0315515	-0.301023	0.125808	1.25229	0.0139427	0.213295	0.151163	
0.74	0.188615	0.00494365	-1.19522	0.125896	-0.0581977	-0.403615	-1.34165	-0.158216	0.105469	-0.211312	1.29243	-0.0332387	-0.299117	0.149057	1.26092	0.0129358	0.214975	0.155695	
0.75	0.183365	-0.00214623	-1.19277	0.131723	-0.0569682	-0.410953	-1.34245	-0.165971	0.103975	-0.204036	1.28955	-0.0351676	-0.296767	0.171441	1.2691	0.0131523	0.216365	0.160067	
0.76	0.178324	-0.00857062	-1.19056	0.137211	-0.0556209	-0.418347	-1.34315	-0.174103	0.10249	-0.196674	1.28662	-0.037341	-0.294021	0.192939	1.27682	0.0144796	0.217475	0.164276	
0.77	0.17349	-0.0143638	-1.1886	0.142347	-0.0541702	-0.425769	-1.34376	-0.182564	0.101011	-0.189222	1.28362	-0.0397621	-0.290922	0.213532	1.28408	0.0168078	0.218311	0.168316	
0.78	0.16886	-0.019558	-1.18686	0.147125	-0.0525882	-0.433241	-1.34427	-0.191414	0.099502	-0.181627	1.28056	-0.0425057	-0.287504	0.233211	1.29086	0.0200342	0.21888	0.172182	
0.79	0.16442	-0.0241849	-1.18533	0.15155	-0.0508696	-0.440753	-1.34468	-0.200649	0.0979774	-0.173952	1.27744	-0.0455188	-0.283806	0.251969	1.29718	0.0240499	0.219188	0.175873	
0.8	0.160159	-0.0282737	-1.18401	0.155629	-0.0490153	-0.448299	-1.34499	-0.21026	0.0964234	-0.166152	1.27426	-0.0488374	-0.279863	0.269808	1.30304	0.0287507	0.219241	0.179383	
0.81	0.156065	-0.0318504	-1.18289	0.159371	-0.0470269	-0.455875	-1.3452	-0.220236	0.0948457	-0.15827	1.27101	-0.0524289	-0.27571	0.286734	1.30845	0.0340368	0.219044	0.182712	
0.82	0.152128	-0.0349375	-1.18196	0.162779	-0.0449037	-0.463479	-1.34532	-0.230573	0.093232	-0.150274	1.2677	-0.0563255	-0.271408	0.302724	1.31346	0.0397596	0.218604	0.185854	
0.83	0.148341	-0.0375526	-1.1812	0.165855	-0.042642	-0.47111	-1.34533	-0.241269	0.0915765	-0.142166	1.26434	-0.0605326	-0.266957	0.317831	1.31805	0.0458808	0.217924	0.188808	
0.84	0.144698	-0.0397165	-1.18062	0.168601	-0.0402375	-0.478766	-1.34523	-0.252325	0.0898798	-0.133953	1.26091	-0.0650424	-0.262416	0.332045	1.32226	0.0522617	0.217008	0.19157	
0.85	0.141199	-0.0414489	-1.1802	0.171017	-0.0376751	-0.486446	-1.34503	-0.263762	0.0881428	-0.125639	1.25742	-0.0698463	-0.257777	0.345421	1.32611	0.0588799	0.215861	0.194139	
0.86	0.137842	-0.0427685	-1.17993	0.173105	-0.0349196	-0.494149	-1.34469	-0.275634	0.0863658	-0.117227	1.25388	-0.074939	-0.25308	0.357963	1.32961	0.0656402	0.214489	0.196513	
0.87	0.134629	-0.0436965	-1.17983	0.174865	-0.0319597	-0.501869	-1.34421	-0.287952	0.0845493	-0.108722	1.25028	-0.080315	-0.248359	0.369695	1.33279	0.0724569	0.212893	0.198689	
0.88	0.131562	-0.0442536	-1.17986	0.176302	-0.0287918	-0.509605	-1.34357	-0.300712	0.0826777	-0.100115	1.24663	-0.0860015	-0.24363	0.380649	1.33567	0.079274	0.21108	0.200664	
0.89	0.128626	-0.0444176	-1.18004	0.177387	-0.0254008	-0.517356	-1.34279	-0.313936	0.0807514	-0.091397	1.24293	-0.0919996	-0.238904	0.390859	1.33828	0.0860487	0.209051	0.202438	
0.9	0.125832	-0.0442207	-1.18034	0.178128	-0.0217614	-0.525116	-1.34184	-0.327658	0.0787583	-0.0825676	1.23918	-0.0983264	-0.23419	0.400356	1.34062	0.0927457	0.206813	0.20401	
0.91	0.123178	-0.0436457	-1.1808	0.17849	-0.0178688	-0.532881	-1.3407	-0.341874	0.0767152	-0.0736504	1.23538	-0.104935	-0.229498	0.409168	1.34272	0.0993312	0.204362	0.20537	
0.92	0.12068	-0.0427184	-1.18139	0.178468	-0.01372	-0.540646	-1.3394	-0.35658	0.0746009	-0.0646115	1.23153	-0.111878	-0.224836	0.417324	1.34458	0.105772	0.201698	0.206533	
0.93	0.118343	-0.0414673	-1.18211	0.178074	-0.00929254	-0.548406	-1.33791	-0.371804	0.0724088	-0.0554572	1.22763	-0.119159	-0.220214	0.424849	1.34623	0.112039	0.198828	0.207493	
0.94	0.116168	-0.0399171	-1.18297	0.177326	-0.00456247	-0.556155	-1.33622	-0.387574	0.0701391	-0.0461919	1.22368	-0.126772	-0.215696	0.431755	1.34769	0.118052	0.195761	0.208249	
0.95	0.114151	-0.0380884	-1.18394	0.176242	0.00050636	-0.563884	-1.33429	-0.403942	0.0677921	-0.0368181	1.2197	-0.13471	-0.211258	0.43809	1.34899	0.123806	0.192502	0.208798	
0.96	0.112286	-0.0359993	-1.18502	0.174841	0.00592606	-0.571589	-1.33214	-0.420915	0.0653674	-0.0273369	1.21568	-0.142969	-0.206932	0.443875	1.35013	0.129258	0.189055	0.209142	
0.97	0.110566	-0.0336644	-1.18621	0.173144	0.0117034	-0.579265	-1.32974	-0.438492	0.0628624	-0.0177474	1.21161	-0.15155	-0.202734	0.449137	1.35114	0.134386	0.185425	0.209278	
0.98	0.108986	-0.0310977	-1.1875	0.17117	0.0177689	-0.586897	-1.32714	-0.456536	0.0602737	-0.00804868	1.20751	-0.160456	-0.198659	0.453908	1.35203	0.139182	0.181616	0.209205	
0.99	0.107536	-0.0283119	-1.1889	0.168939	0.0238195	-0.594483	-1.32451	-0.474522	0.0575975	0.0017603	1.20337	-0.169689	-0.194701	0.458216	1.35283	0.143651	0.177632	0.208927	
1	0.106211	-0.0253187	-1.19038	0.166467	0.02963	-0.602067	-1.32196	-0.492097	0.0548244	0.0116841	1.1992	-0.179264	-0.190852	0.462085	1.35351	0.147796	0.173478	0.208441	
1.01	0.105004	-0.0221286	-1.19197	0.163773	0.0350605	-0.609687	-1.31955	-0.509045	0.0519214	0.0217345	1.19499	-0.189244	-0.187106	0.465539	1.3541	0.151623	0.169156	0.207749	
1.02	0.103907	-0.018751	-1.19363	0.160874	0.0400129	-0.617371	-1.31732	-0.525257	0.048895	0.0319083	1.19075	-0.199609	-0.183452	0.468593	1.35461	0.155136	0.164669	0.206858	
1.03	0.102914	-0.0151955	-1.19538	0.157788	0.0444194	-0.625139	-1.31527	-0.540706	0.0457344	0.0422061	1.18647	-0.210376	-0.179935	0.471281	1.35503	0.158329	0.160022	0.205766	
1.04	0.102019	-0.0114709	-1.1972	0.154531	0.0482317	-0.632999	-1.31339	-0.555409	0.0424375	0.0526276	1.18216	-0.22154	-0.176516	0.47361	1.35539	0.161202	0.155222	0.204457	
1.05	0.101216	-0.0075861	-1.19909	0.151119	0.0514202	-0.640948	-1.31168	-0.569404	0.0389825	0.0631861	1.17782	-0.233144	-0.173182	0.475594	1.35566	0.163763	0.150271	0.202939	
1.06	0.100498	-0.00354864	-1.20105	0.147568	0.0539709	-0.648972	-1.3101	-0.58274	0.0353855	0.0738682	1.17345	-0.245145	-0.169931	0.477245	1.35589	0.166019	0.145173	0.201221	
1.07	0.0998599	0.000634231	-1.20307	0.143895	0.0558847	-0.657044	-1.30864	-0.595462	0.0316165	0.0846883	1.16905	-0.257599	-0.166761	0.478576	1.35605	0.167972	0.139931	0.199303	
1.08	0.0992966	0.00495486	-1.20516	0.140115	0.0571792	-0.665127	-1.30726	-0.607616	0.0276704	0.0956456	1.16462	-0.270507	-0.163677	0.479602	1.35616	0.169624	0.134551	0.19719	
1.09	0.0988024	0.00940635	-1.20731	0.136242	0.0578817	-0.673179	-1.30595	-0.619239	0.0235459	0.106738	1.16017	-0.283865	-0.160681	0.480339	1.35623	0.170978	0.129034	0.194891	
1.1	0.0983724	0.0139819	-1.20951	0.132293	0.0580275	-0.681151	-1.30469	-0.630359	0.0192408	0.117964	1.15569	-0.297669	-0.157778	0.480797	1.35626	0.172038	0.123383	0.192424	
1.11	0.0980016	0.0186753	-1.21176	0.128283	0.0576571	-0.688987	-1.30346	-0.640993	0.0147263	0.129331	1.15118	-0.311967	-0.15497	0.480996	1.35626	0.172807	0.117603	0.189795	
1.12	0.0976855	0.0234808	-1.21406	0.124224	0.0568162	-0.696627	-1.30224	-0.651152	0.00998682	0.140839	1.14665	-0.326781	-0.152264	0.480948	1.35623	0.173291	0.111699	0.186991	
1.13	0.0974198	0.028392	-1.21639	0.120132	0.0555532	-0.704016	-1.30103	-0.660839	0.00501873	0.152488	1.14211	-0.342108	-0.149658	0.480665	1.35617	0.173496	0.105677	0.184012	
1.14	0.0972002	0.0334037	-1.21876	0.116019	0.0538921	-0.711094	-1.2998	-0.670018	-0.000209914	0.164285	1.13752	-0.357999	-0.147152	0.480157	1.35609	0.173428	0.0995436	0.180857	
1.15	0.0970229	0.0385102	-1.22118	0.111898	0.0514965	-0.717856	-1.29871	-0.678138	-0.00570904	0.176233	1.13291	-0.374466	-0.144747	0.479436	1.35599	0.173092	0.0933035	0.177529	
1.16	0.0968841	0.0437068	-1.22362	0.107783	0.0476965	-0.724347	-1.29816	-0.68407	-0.0114846	0.188332	1.12827	-0.391507	-0.142426	0.478462	1.35587	0.172442	0.086962	0.174027	
1.17	0.0967804	0.0489884	-1.22611	0.103685	0.0421165	-0.730566	-1.29843	-0.687134	-0.0175601	0.200587	1.12361	-0.409155	-0.140209	0.477286	1.35575	0.171529	0.0805248	0.170356	
1.18	0.0967084	0.0543504	-1.22862	0.0996172	0.0346009	-0.736478	-1.2996	-0.686996	-0.0239587	0.213002	1.1189	-0.427444	-0.138092	0.475896	1.35563	0.170333	0.0739977	0.166517	
1.19	0.0966651	0.0597884	-1.23116	0.0955898	0.0250917	-0.742033	-1.30174	-0.683475	-0.0307175	0.225586	1.11416	-0.446427	-0.136075	0.474318	1.3555	0.168883	0.0673866	0.162514	
1.2	0.0966474	0.0652981	-1.23371	0.0916139	0.0136222	-0.747169	-1.30483	-0.676534	-0.0378502	0.238339	1.10939	-0.466119	-0.134161	0.472573	1.35536	0.167205	0.0606975	0.158352	
1.21	0.0966528	0.0708746	-1.23629	0.0877009	0.000328234	-0.751799	-1.30881	-0.666279	-0.0451083	0.251175	1.1046	-0.486061	-0.132335	0.470636	1.35522	0.165271	0.0539364	0.154033	
1.22	0.0966788	0.076515	-1.23888	0.0838609	-0.0146171	-0.755839	-1.31358	-0.65289	-0.0521822	0.264016	1.09989	-0.50575	-0.130608	0.468531	1.35508	0.16311	0.0471097	0.149562	
1.23	0.0967233	0.0822151	-1.24149	0.0801035	-0.0310194	-0.759202	-1.31904	-0.636575	-0.0588451	0.276826	1.09528	-0.524886	-0.130304	0.466274	1.35492	0.160749	0.0402251	0.144937	
1.24	0.0967834	0.0879717	-1.24411	0.0764376	-0.0486478	-0.761791	-1.32507	-0.617598	-0.0649419	0.289582	1.0908	-0.543306	-0.128597	0.463849	1.35475	0.158174	0.0332879	0.140169	
1.25	0.0968575	0.0937818	-1.24673	0.0728722	-0.0672942	-0.763507	-1.33155	-0.596184	-0.0703752	0.302264	1.08645	-0.560933	-0.126991	0.461308	1.35457	0.155455	0.026306	0.13525	
1.26	0.0969437	0.0996426	-1.24937	0.0694169	-0.0867098	-0.76423	-1.33835	-0.572606	-0.0750888	0.31482	1.08223	-0.577714	-0.125472	0.458603	1.35438	0.152547	0.0192868	0.130191	
1.27	0.0970402	0.105551	-1.25201	0.0660796	-0.106663	-0.763855	-1.34534	-0.547126	-0.0790425	0.327245	1.07814	-0.593663	-0.124043	0.455799	1.35416	0.14953	0.0122373	0.124998	
